,x,y,t,PM10,SO2,NO2,O3,CO,z,dataset
3522,115.9577,39.7603,146,14.0,3.0,1.0,67.0,0.2,2.0,train
3523,116.4672,39.7733,146,6.0,3.0,8.0,50.0,0.2,3.0,train
3524,115.986,40.4563,146,6.0,3.0,5.0,62.0,0.5,3.0,train
3525,116.6151,40.3053,146,6.0,3.0,2.0,52.0,0.2,2.0,train
3527,116.84,40.3844,146,8.0,5.0,4.0,52.0,0.2,3.0,train
3528,116.3621,39.8784,147,7.0,1.0,7.0,56.0,0.2,3.0,train
3529,116.2202,40.2915,147,5.0,3.0,12.0,55.0,0.2,2.0,train
3531,116.4072,39.8863,147,6.0,3.0,7.0,58.0,0.1,3.0,train
3533,116.3392,39.9295,147,5.0,4.0,5.0,51.0,0.3,3.0,test
3534,116.2878,39.9611,147,10.0,3.0,7.0,56.0,0.2,2.0,test
3535,116.6636,40.135,147,2.0,3.0,4.0,51.0,0.2,2.0,test
3536,116.6275,40.3275,147,4.0,3.0,1.0,58.0,0.3,2.0,train
3537,116.2296,40.217,147,6.0,3.0,12.0,49.0,0.3,4.0,train
3538,116.3966,39.9821,147,5.0,3.0,13.0,59.0,0.1,4.0,train
3539,116.184,39.9136,147,2.0,3.0,4.0,60.0,0.2,2.0,train
3541,117.0709,40.1465,147,13.0,1.0,5.0,50.0,0.3,3.0,train
3542,116.8336,40.4095,147,9.0,3.0,2.0,58.0,0.3,2.0,train
3543,116.088,39.9726,147,5.0,3.0,4.0,56.0,0.2,2.0,train
3545,116.6804,39.9081,147,3.0,3.0,3.0,53.0,0.4,2.0,train
3546,115.9577,39.7603,147,2.0,3.0,2.0,68.0,0.3,2.0,train
3547,116.4672,39.7733,147,6.0,3.0,7.0,54.0,0.2,3.0,train
3549,116.6151,40.3053,147,5.0,3.0,1.0,56.0,0.2,2.0,test
3551,116.84,40.3844,147,7.0,4.0,4.0,57.0,0.1,2.0,test
3552,116.3621,39.8784,148,4.0,1.0,6.0,56.0,0.2,3.0,train
3553,116.2202,40.2915,148,4.0,3.0,11.0,55.0,0.2,2.0,train
3554,116.4174,39.9289,148,6.0,3.0,6.0,58.0,0.5,2.0,test
3555,116.4072,39.8863,148,5.0,3.0,8.0,58.0,0.2,3.0,train
3556,116.462,39.9365,148,2.0,1.0,7.0,54.0,0.3,3.0,test
3557,116.3392,39.9295,148,4.0,4.0,4.0,51.0,0.2,3.0,test
3558,116.2878,39.9611,148,2.0,3.0,8.0,55.0,0.2,2.0,test
3560,116.6275,40.3275,148,3.0,3.0,2.0,58.0,0.3,2.0,train
3561,116.2296,40.217,148,1.0,3.0,11.0,50.0,0.3,4.0,train
3562,116.3966,39.9821,148,2.0,3.0,13.0,58.0,0.1,3.0,train
3563,116.184,39.9136,148,2.0,3.0,4.0,60.0,0.2,2.0,train
3564,115.9718,40.4529,148,2.0,1.0,3.0,55.0,0.4,3.0,train
3565,117.0709,40.1465,148,10.0,1.0,5.0,53.0,0.3,2.0,train
3566,116.8336,40.4095,148,6.0,3.0,2.0,60.0,0.3,2.0,train
3567,116.088,39.9726,148,3.0,3.0,4.0,57.0,0.2,2.0,train
3570,115.9577,39.7603,148,1.0,3.0,2.0,68.0,0.3,2.0,train
3571,116.4672,39.7733,148,5.0,3.0,6.0,54.0,0.2,3.0,train
3572,115.986,40.4563,148,2.0,3.0,6.0,59.0,0.5,3.0,test
3573,116.6151,40.3053,148,3.0,3.0,1.0,58.0,0.2,2.0,test
3574,116.2545,39.8768,148,9.0,3.0,5.0,57.0,0.3,3.0,train
3575,116.84,40.3844,148,6.0,4.0,4.0,53.0,0.1,2.0,train
3576,116.3621,39.8784,149,7.0,1.0,6.0,56.0,0.2,3.0,train
3577,116.2202,40.2915,149,2.0,3.0,11.0,55.0,0.2,2.0,train
3579,116.4072,39.8863,149,2.0,3.0,8.0,58.0,0.2,3.0,train
3581,116.3392,39.9295,149,1.0,4.0,4.0,52.0,0.3,3.0,train
3582,116.2878,39.9611,149,2.0,3.0,8.0,53.0,0.2,5.0,test
3585,116.2296,40.217,149,2.0,3.0,9.0,51.0,0.3,4.0,train
3587,116.184,39.9136,149,3.0,3.0,4.0,61.0,0.1,2.0,train
3589,117.0709,40.1465,149,4.0,1.0,5.0,55.0,0.3,2.0,train
3590,116.8336,40.4095,149,1.0,3.0,2.0,59.0,0.3,2.0,test
3591,116.088,39.9726,149,2.0,3.0,3.0,57.0,0.2,2.0,test
3595,116.4672,39.7733,149,4.0,3.0,6.0,55.0,0.2,3.0,train
3596,115.986,40.4563,149,2.0,3.0,6.0,59.0,0.5,3.0,train
3598,116.2545,39.8768,149,2.0,3.0,5.0,56.0,0.3,3.0,train
3603,116.4072,39.8863,150,1.0,1.0,7.0,58.0,0.2,3.0,train
3612,115.9718,40.4529,150,1.0,1.0,1.0,57.0,0.4,3.0,train
3613,117.0709,40.1465,150,5.0,1.0,5.0,56.0,0.3,2.0,train
3619,116.4672,39.7733,150,3.0,3.0,6.0,54.0,0.2,3.0,train
3620,115.986,40.4563,150,1.0,3.0,6.0,59.0,0.5,3.0,train
3624,116.3621,39.8784,151,7.0,1.0,7.0,56.0,0.2,3.0,train
3625,116.2202,40.2915,151,3.0,3.0,10.0,56.0,0.2,2.0,train
3626,116.4174,39.9289,151,12.0,3.0,5.0,58.0,0.5,3.0,train
3627,116.4072,39.8863,151,3.0,3.0,8.0,58.0,0.1,3.0,train
3628,116.462,39.9365,151,1.0,1.0,9.0,52.0,0.3,3.0,train
3629,116.3392,39.9295,151,2.0,4.0,5.0,51.0,0.3,3.0,test
3630,116.2878,39.9611,151,5.0,3.0,10.0,51.0,0.2,5.0,train
3631,116.6636,40.135,151,2.0,3.0,6.0,51.0,0.2,2.0,train
3633,116.2296,40.217,151,2.0,3.0,9.0,52.0,0.3,3.0,train
3634,116.3966,39.9821,151,2.0,3.0,8.0,61.0,0.1,3.0,train
3635,116.184,39.9136,151,5.0,3.0,5.0,59.0,0.1,3.0,train
3636,115.9718,40.4529,151,6.0,1.0,2.0,57.0,0.4,3.0,test
3637,117.0709,40.1465,151,6.0,1.0,5.0,58.0,0.4,2.0,train
3638,116.8336,40.4095,151,1.0,3.0,2.0,57.0,0.3,2.0,train
3639,116.088,39.9726,151,8.0,3.0,3.0,57.0,0.2,2.0,test
3640,116.1541,39.8204,151,4.0,3.0,5.0,57.0,0.1,2.0,train
3642,115.9577,39.7603,151,4.0,3.0,2.0,67.0,0.3,1.0,test
3643,116.4672,39.7733,151,3.0,3.0,6.0,54.0,0.2,3.0,train
3646,116.2545,39.8768,151,3.0,3.0,9.0,54.0,0.3,3.0,test
3648,116.3621,39.8784,152,12.0,1.0,7.0,55.0,0.2,4.0,train
3649,116.2202,40.2915,152,8.0,3.0,11.0,54.0,0.2,2.0,train
3650,116.4174,39.9289,152,13.0,3.0,6.0,58.0,0.5,3.0,test
3651,116.4072,39.8863,152,13.0,3.0,8.0,58.0,0.1,3.0,train
3652,116.462,39.9365,152,8.0,1.0,8.0,53.0,0.3,3.0,test
3653,116.3392,39.9295,152,13.0,4.0,6.0,48.0,0.3,3.0,train
3654,116.2878,39.9611,152,16.0,3.0,9.0,52.0,0.2,5.0,train
3655,116.6636,40.135,152,4.0,3.0,6.0,51.0,0.2,3.0,train
3656,116.6275,40.3275,152,9.0,3.0,3.0,59.0,0.3,3.0,train
3657,116.2296,40.217,152,12.0,3.0,9.0,51.0,0.3,3.0,train
3658,116.3966,39.9821,152,14.0,3.0,7.0,61.0,0.1,3.0,test
3659,116.184,39.9136,152,11.0,3.0,6.0,58.0,0.1,3.0,train
3661,117.0709,40.1465,152,12.0,1.0,5.0,57.0,0.4,2.0,train
3662,116.8336,40.4095,152,5.0,3.0,2.0,56.0,0.3,2.0,train
3663,116.088,39.9726,152,14.0,3.0,3.0,55.0,0.2,2.0,train
3664,116.1541,39.8204,152,10.0,3.0,5.0,55.0,0.1,2.0,train
3665,116.6804,39.9081,152,3.0,3.0,4.0,52.0,0.4,2.0,train
3666,115.9577,39.7603,152,11.0,3.0,2.0,66.0,0.3,1.0,train
3667,116.4672,39.7733,152,10.0,3.0,7.0,54.0,0.2,3.0,train
3668,115.986,40.4563,152,11.0,3.0,5.0,59.0,0.5,3.0,train
3669,116.6151,40.3053,152,12.0,3.0,1.0,58.0,0.2,2.0,train
3670,116.2545,39.8768,152,19.0,3.0,6.0,56.0,0.3,3.0,train
3671,116.84,40.3844,152,2.0,3.0,2.0,55.0,0.2,2.0,train
3672,116.3621,39.8784,153,11.0,1.0,9.0,51.0,0.2,4.0,train
3673,116.2202,40.2915,153,15.0,3.0,11.0,53.0,0.2,3.0,test
3674,116.4174,39.9289,153,14.0,3.0,7.0,55.0,0.5,3.0,train
3675,116.4072,39.8863,153,13.0,3.0,8.0,55.0,0.2,4.0,test
3676,116.462,39.9365,153,5.0,1.0,8.0,52.0,0.3,3.0,test
3677,116.3392,39.9295,153,17.0,4.0,8.0,45.0,0.3,3.0,train
3678,116.2878,39.9611,153,31.0,3.0,9.0,52.0,0.2,5.0,train
3679,116.6636,40.135,153,3.0,3.0,6.0,50.0,0.2,2.0,train
3680,116.6275,40.3275,153,8.0,3.0,1.0,58.0,0.3,2.0,train
3681,116.2296,40.217,153,13.0,3.0,11.0,48.0,0.3,4.0,train
3682,116.3966,39.9821,153,14.0,1.0,7.0,59.0,0.2,3.0,train
3683,116.184,39.9136,153,15.0,3.0,8.0,54.0,0.2,3.0,train
3685,117.0709,40.1465,153,9.0,1.0,5.0,56.0,0.4,2.0,train
3686,116.8336,40.4095,153,5.0,3.0,2.0,56.0,0.4,2.0,train
3687,116.088,39.9726,153,19.0,3.0,4.0,52.0,0.2,2.0,train
3688,116.1541,39.8204,153,18.0,3.0,5.0,52.0,0.1,2.0,train
3689,116.6804,39.9081,153,5.0,3.0,4.0,52.0,0.4,3.0,train
3690,115.9577,39.7603,153,9.0,3.0,2.0,64.0,0.3,2.0,train
3691,116.4672,39.7733,153,9.0,3.0,7.0,52.0,0.2,3.0,test
3692,115.986,40.4563,153,13.0,3.0,5.0,57.0,0.5,3.0,train
3693,116.6151,40.3053,153,8.0,3.0,1.0,56.0,0.2,2.0,test
3694,116.2545,39.8768,153,10.0,3.0,7.0,53.0,0.4,3.0,test
3695,116.84,40.3844,153,6.0,3.0,2.0,55.0,0.2,2.0,train
3696,116.3621,39.8784,154,8.0,1.0,10.0,50.0,0.2,4.0,train
3698,116.4174,39.9289,154,8.0,3.0,9.0,53.0,0.5,3.0,train
3699,116.4072,39.8863,154,3.0,3.0,10.0,53.0,0.2,3.0,train
3700,116.462,39.9365,154,1.0,1.0,8.0,51.0,0.4,3.0,train
3701,116.3392,39.9295,154,4.0,4.0,8.0,43.0,0.3,3.0,test
3702,116.2878,39.9611,154,5.0,3.0,11.0,47.0,0.2,6.0,train
3704,116.6275,40.3275,154,2.0,3.0,2.0,57.0,0.3,2.0,test
3706,116.3966,39.9821,154,1.0,3.0,8.0,58.0,0.2,4.0,train
3707,116.184,39.9136,154,1.0,3.0,9.0,53.0,0.2,3.0,train
3709,117.0709,40.1465,154,4.0,1.0,5.0,55.0,0.4,2.0,train
3711,116.088,39.9726,154,2.0,3.0,4.0,51.0,0.2,2.0,train
3713,116.6804,39.9081,154,1.0,3.0,3.0,51.0,0.4,3.0,test
3715,116.4672,39.7733,154,4.0,3.0,7.0,51.0,0.3,3.0,train
3716,115.986,40.4563,154,5.0,3.0,5.0,56.0,0.6,4.0,train
3720,116.3621,39.8784,155,3.0,1.0,9.0,51.0,0.2,4.0,train
3721,116.2202,40.2915,155,2.0,3.0,11.0,52.0,0.2,3.0,train
3723,116.4072,39.8863,155,3.0,3.0,10.0,53.0,0.2,3.0,train
3724,116.462,39.9365,155,2.0,1.0,9.0,49.0,0.4,4.0,train
3727,116.6636,40.135,155,2.0,3.0,7.0,49.0,0.2,3.0,train
3728,116.6275,40.3275,155,2.0,3.0,3.0,56.0,0.3,2.0,train
3729,116.2296,40.217,155,1.0,1.0,12.0,47.0,0.3,5.0,train
3731,116.184,39.9136,155,4.0,3.0,7.0,55.0,0.2,3.0,train
3733,117.0709,40.1465,155,5.0,1.0,5.0,54.0,0.4,3.0,test
3735,116.088,39.9726,155,2.0,3.0,4.0,51.0,0.3,2.0,train
3737,116.6804,39.9081,155,4.0,3.0,4.0,51.0,0.4,3.0,train
3740,115.986,40.4563,155,4.0,3.0,6.0,55.0,0.6,4.0,train
3743,116.84,40.3844,155,2.0,3.0,3.0,54.0,0.2,3.0,train
3744,116.3621,39.8784,156,2.0,1.0,8.0,52.0,0.2,5.0,train
3746,116.4174,39.9289,156,6.0,3.0,7.0,55.0,0.5,4.0,train
3749,116.3392,39.9295,156,1.0,4.0,7.0,46.0,0.3,4.0,train
3751,116.6636,40.135,156,2.0,3.0,6.0,49.0,0.2,3.0,train
3753,116.2296,40.217,156,1.0,3.0,11.0,49.0,0.3,5.0,train
3763,116.4672,39.7733,156,10.0,3.0,7.0,50.0,0.3,3.0,train
3766,116.2545,39.8768,156,6.0,3.0,8.0,52.0,0.4,4.0,train
3774,116.2878,39.9611,157,4.0,2.0,11.0,49.0,0.3,7.0,train
3792,116.3621,39.8784,158,4.0,2.0,10.0,52.0,0.3,6.0,train
3797,116.3392,39.9295,158,1.0,5.0,8.0,47.0,0.4,4.0,train
3801,116.2296,40.217,158,3.0,1.0,12.0,50.0,0.3,6.0,train
3803,116.184,39.9136,158,1.0,3.0,8.0,57.0,0.2,4.0,train
3804,115.9718,40.4529,158,3.0,1.0,2.0,59.0,0.4,5.0,train
3816,116.3621,39.8784,159,9.0,2.0,8.0,55.0,0.3,5.0,train
3817,116.2202,40.2915,159,5.0,3.0,12.0,56.0,0.2,4.0,train
3818,116.4174,39.9289,159,7.0,3.0,8.0,57.0,0.5,4.0,train
3819,116.4072,39.8863,159,6.0,1.0,11.0,56.0,0.1,4.0,train
3820,116.462,39.9365,159,2.0,2.0,10.0,53.0,0.4,5.0,train
3821,116.3392,39.9295,159,6.0,4.0,6.0,50.0,0.3,4.0,train
3822,116.2878,39.9611,159,6.0,2.0,9.0,55.0,0.2,6.0,test
3825,116.2296,40.217,159,12.0,1.0,12.0,52.0,0.4,5.0,train
3826,116.3966,39.9821,159,2.0,3.0,8.0,60.0,0.2,5.0,train
3827,116.184,39.9136,159,4.0,3.0,6.0,59.0,0.2,4.0,train
3828,115.9718,40.4529,159,4.0,1.0,2.0,59.0,0.3,5.0,train
3831,116.088,39.9726,159,7.0,3.0,5.0,55.0,0.2,3.0,train
3832,116.1541,39.8204,159,2.0,3.0,5.0,57.0,0.1,2.0,train
3833,116.6804,39.9081,159,5.0,3.0,7.0,48.0,0.4,4.0,test
3836,115.986,40.4563,159,6.0,3.0,6.0,60.0,0.5,5.0,train
3840,116.3621,39.8784,160,10.0,2.0,8.0,57.0,0.2,5.0,test
3841,116.2202,40.2915,160,7.0,3.0,11.0,57.0,0.2,4.0,test
3842,116.4174,39.9289,160,9.0,3.0,7.0,58.0,0.5,4.0,train
3843,116.4072,39.8863,160,12.0,1.0,8.0,59.0,0.1,4.0,train
3844,116.462,39.9365,160,11.0,2.0,9.0,56.0,0.4,4.0,test
3845,116.3392,39.9295,160,9.0,4.0,6.0,51.0,0.3,4.0,train
3846,116.2878,39.9611,160,8.0,2.0,9.0,56.0,0.2,6.0,train
3847,116.6636,40.135,160,4.0,3.0,5.0,53.0,0.2,4.0,test
3848,116.6275,40.3275,160,1.0,3.0,5.0,56.0,0.3,2.0,train
3849,116.2296,40.217,160,10.0,1.0,11.0,54.0,0.3,5.0,train
3850,116.3966,39.9821,160,6.0,3.0,8.0,61.0,0.2,5.0,train
3851,116.184,39.9136,160,9.0,3.0,7.0,58.0,0.2,4.0,test
3852,115.9718,40.4529,160,8.0,1.0,2.0,59.0,0.3,5.0,train
3853,117.0709,40.1465,160,1.0,1.0,5.0,59.0,0.4,2.0,test
3855,116.088,39.9726,160,9.0,3.0,5.0,55.0,0.2,4.0,train
3856,116.1541,39.8204,160,7.0,3.0,6.0,57.0,0.1,2.0,train
3857,116.6804,39.9081,160,6.0,3.0,7.0,50.0,0.4,4.0,train
3858,115.9577,39.7603,160,3.0,3.0,4.0,61.0,0.3,3.0,test
3859,116.4672,39.7733,160,1.0,3.0,6.0,56.0,0.3,4.0,train
3860,115.986,40.4563,160,8.0,3.0,6.0,61.0,0.5,5.0,train
3862,116.2545,39.8768,160,13.0,3.0,8.0,56.0,0.4,4.0,train
3864,116.3621,39.8784,161,11.0,2.0,9.0,56.0,0.3,5.0,train
3865,116.2202,40.2915,161,2.0,3.0,12.0,58.0,0.2,3.0,train
3866,116.4174,39.9289,161,5.0,3.0,9.0,57.0,0.5,4.0,train
3867,116.4072,39.8863,161,11.0,1.0,11.0,58.0,0.1,3.0,train
3868,116.462,39.9365,161,7.0,2.0,10.0,55.0,0.4,4.0,train
3869,116.3392,39.9295,161,7.0,4.0,7.0,50.0,0.3,4.0,test
3870,116.2878,39.9611,161,7.0,1.0,9.0,56.0,0.2,6.0,train
3872,116.6275,40.3275,161,1.0,3.0,7.0,55.0,0.4,2.0,train
3873,116.2296,40.217,161,12.0,1.0,13.0,54.0,0.3,5.0,train
3874,116.3966,39.9821,161,6.0,3.0,9.0,60.0,0.2,5.0,train
3875,116.184,39.9136,161,12.0,3.0,7.0,59.0,0.2,4.0,train
3876,115.9718,40.4529,161,11.0,1.0,1.0,60.0,0.3,4.0,train
3879,116.088,39.9726,161,12.0,3.0,6.0,56.0,0.2,3.0,train
3880,116.1541,39.8204,161,3.0,3.0,6.0,58.0,0.2,2.0,train
3882,115.9577,39.7603,161,1.0,3.0,4.0,63.0,0.3,2.0,train
3883,116.4672,39.7733,161,4.0,3.0,8.0,54.0,0.3,4.0,train
3884,115.986,40.4563,161,5.0,3.0,6.0,62.0,0.5,5.0,train
3886,116.2545,39.8768,161,10.0,3.0,10.0,55.0,0.4,4.0,train
3888,116.3621,39.8784,162,9.0,2.0,11.0,55.0,0.3,6.0,train
3889,116.2202,40.2915,162,6.0,3.0,12.0,58.0,0.2,3.0,train
3890,116.4174,39.9289,162,10.0,3.0,11.0,58.0,0.6,5.0,train
3891,116.4072,39.8863,162,9.0,1.0,13.0,58.0,0.1,3.0,train
3892,116.462,39.9365,162,12.0,1.0,12.0,53.0,0.4,4.0,test
3893,116.3392,39.9295,162,9.0,4.0,10.0,49.0,0.3,4.0,train
3894,116.2878,39.9611,162,3.0,2.0,10.0,55.0,0.2,6.0,train
3896,116.6275,40.3275,162,7.0,3.0,15.0,48.0,0.4,3.0,train
3897,116.2296,40.217,162,12.0,1.0,16.0,52.0,0.3,5.0,train
3898,116.3966,39.9821,162,3.0,3.0,10.0,60.0,0.2,4.0,test
3899,116.184,39.9136,162,10.0,3.0,8.0,60.0,0.2,4.0,train
3900,115.9718,40.4529,162,8.0,1.0,1.0,62.0,0.3,4.0,train
3901,117.0709,40.1465,162,2.0,1.0,6.0,59.0,0.4,3.0,train
3903,116.088,39.9726,162,8.0,3.0,6.0,57.0,0.2,3.0,train
3904,116.1541,39.8204,162,4.0,3.0,6.0,59.0,0.2,2.0,test
3906,115.9577,39.7603,162,5.0,3.0,4.0,65.0,0.3,2.0,train
3907,116.4672,39.7733,162,4.0,3.0,10.0,53.0,0.3,4.0,train
3908,115.986,40.4563,162,1.0,3.0,6.0,64.0,0.5,4.0,train
3910,116.2545,39.8768,162,3.0,3.0,11.0,56.0,0.3,4.0,train
3911,116.84,40.3844,162,2.0,3.0,8.0,51.0,0.2,5.0,train
3912,116.3621,39.8784,163,13.0,2.0,10.0,57.0,0.3,5.0,train
3913,116.2202,40.2915,163,9.0,3.0,10.0,61.0,0.2,3.0,train
3914,116.4174,39.9289,163,16.0,3.0,9.0,59.0,0.6,4.0,train
3915,116.4072,39.8863,163,14.0,1.0,11.0,59.0,0.1,3.0,train
3916,116.462,39.9365,163,12.0,1.0,12.0,55.0,0.4,4.0,train
3917,116.3392,39.9295,163,11.0,4.0,8.0,52.0,0.2,3.0,test
3918,116.2878,39.9611,163,9.0,2.0,9.0,57.0,0.2,5.0,test
3919,116.6636,40.135,163,5.0,3.0,13.0,44.0,0.2,5.0,train
3920,116.6275,40.3275,163,4.0,3.0,13.0,50.0,0.4,4.0,train
3921,116.2296,40.217,163,18.0,1.0,13.0,53.0,0.3,5.0,train
3922,116.3966,39.9821,163,12.0,3.0,9.0,61.0,0.2,4.0,test
3923,116.184,39.9136,163,15.0,3.0,7.0,60.0,0.2,4.0,test
3924,115.9718,40.4529,163,9.0,1.0,2.0,64.0,0.3,4.0,train
3925,117.0709,40.1465,163,6.0,1.0,7.0,57.0,0.4,4.0,train
3927,116.088,39.9726,163,13.0,3.0,6.0,57.0,0.2,3.0,test
3928,116.1541,39.8204,163,10.0,3.0,5.0,59.0,0.2,2.0,train
3930,115.9577,39.7603,163,9.0,3.0,3.0,65.0,0.3,2.0,test
3931,116.4672,39.7733,163,5.0,3.0,11.0,54.0,0.3,4.0,train
3932,115.986,40.4563,163,10.0,3.0,6.0,66.0,0.5,4.0,train
3934,116.2545,39.8768,163,13.0,3.0,11.0,57.0,0.3,4.0,train
3936,116.3621,39.8784,164,8.0,2.0,8.0,59.0,0.3,5.0,train
3937,116.2202,40.2915,164,2.0,3.0,9.0,62.0,0.2,2.0,train
3938,116.4174,39.9289,164,4.0,3.0,8.0,58.0,0.5,4.0,train
3939,116.4072,39.8863,164,9.0,1.0,11.0,58.0,0.1,3.0,train
3940,116.462,39.9365,164,8.0,1.0,11.0,54.0,0.3,4.0,train
3941,116.3392,39.9295,164,8.0,4.0,7.0,51.0,0.2,3.0,train
3942,116.2878,39.9611,164,6.0,2.0,8.0,58.0,0.2,5.0,train
3945,116.2296,40.217,164,3.0,1.0,11.0,54.0,0.3,5.0,train
3946,116.3966,39.9821,164,7.0,3.0,8.0,60.0,0.2,4.0,train
3947,116.184,39.9136,164,19.0,3.0,7.0,59.0,0.2,4.0,test
3951,116.088,39.9726,164,9.0,3.0,6.0,56.0,0.2,3.0,test
3952,116.1541,39.8204,164,5.0,3.0,4.0,58.0,0.2,2.0,train
3954,115.9577,39.7603,164,3.0,3.0,3.0,65.0,0.3,2.0,train
3955,116.4672,39.7733,164,4.0,3.0,8.0,56.0,0.2,4.0,train
3958,116.2545,39.8768,164,17.0,3.0,11.0,54.0,0.4,4.0,train
3960,116.3621,39.8784,165,6.0,2.0,8.0,58.0,0.3,4.0,train
3962,116.4174,39.9289,165,4.0,3.0,9.0,57.0,0.6,4.0,train
3963,116.4072,39.8863,165,4.0,1.0,11.0,57.0,0.1,3.0,train
3964,116.462,39.9365,165,4.0,2.0,11.0,53.0,0.3,4.0,train
3965,116.3392,39.9295,165,5.0,4.0,7.0,50.0,0.2,3.0,train
3966,116.2878,39.9611,165,4.0,2.0,8.0,58.0,0.2,5.0,test
3967,116.6636,40.135,165,4.0,3.0,5.0,55.0,0.2,3.0,train
3969,116.2296,40.217,165,4.0,1.0,11.0,53.0,0.3,4.0,train
3970,116.3966,39.9821,165,2.0,1.0,8.0,59.0,0.2,4.0,test
3971,116.184,39.9136,165,11.0,3.0,6.0,59.0,0.2,4.0,train
3973,117.0709,40.1465,165,3.0,1.0,8.0,56.0,0.5,3.0,train
3975,116.088,39.9726,165,6.0,3.0,5.0,56.0,0.2,3.0,train
3976,116.1541,39.8204,165,4.0,3.0,5.0,58.0,0.2,2.0,test
3978,115.9577,39.7603,165,4.0,3.0,3.0,64.0,0.3,2.0,train
3979,116.4672,39.7733,165,3.0,3.0,8.0,55.0,0.2,3.0,train
3982,116.2545,39.8768,165,7.0,3.0,10.0,54.0,0.4,3.0,train
3984,116.3621,39.8784,166,5.0,2.0,8.0,58.0,0.3,4.0,train
3985,116.2202,40.2915,166,2.0,3.0,9.0,61.0,0.2,2.0,train
3986,116.4174,39.9289,166,8.0,3.0,9.0,57.0,0.6,4.0,test
3987,116.4072,39.8863,166,7.0,1.0,13.0,55.0,0.1,3.0,train
3988,116.462,39.9365,166,4.0,1.0,12.0,52.0,0.3,4.0,train
3989,116.3392,39.9295,166,3.0,4.0,7.0,51.0,0.2,3.0,train
3990,116.2878,39.9611,166,6.0,2.0,8.0,57.0,0.2,5.0,train
3991,116.6636,40.135,166,5.0,3.0,5.0,55.0,0.2,3.0,train
3993,116.2296,40.217,166,2.0,1.0,11.0,53.0,0.3,4.0,train
3994,116.3966,39.9821,166,3.0,3.0,8.0,58.0,0.2,4.0,test
3995,116.184,39.9136,166,12.0,3.0,6.0,59.0,0.2,4.0,train
3997,117.0709,40.1465,166,4.0,1.0,7.0,58.0,0.4,3.0,train
3999,116.088,39.9726,166,12.0,3.0,5.0,55.0,0.2,3.0,train
4001,116.6804,39.9081,166,1.0,3.0,4.0,57.0,0.4,2.0,train
4002,115.9577,39.7603,166,10.0,3.0,3.0,62.0,0.3,2.0,train
4003,116.4672,39.7733,166,1.0,3.0,8.0,55.0,0.2,3.0,train
4006,116.2545,39.8768,166,3.0,3.0,9.0,56.0,0.3,3.0,train
4008,116.3621,39.8784,167,7.0,2.0,7.0,59.0,0.2,4.0,train
4009,116.2202,40.2915,167,4.0,3.0,9.0,60.0,0.2,2.0,train
4010,116.4174,39.9289,167,4.0,3.0,8.0,56.0,0.6,4.0,train
4011,116.4072,39.8863,167,7.0,1.0,12.0,55.0,0.1,3.0,train
4012,116.462,39.9365,167,6.0,1.0,11.0,53.0,0.3,4.0,train
4013,116.3392,39.9295,167,9.0,5.0,5.0,53.0,0.2,3.0,train
4014,116.2878,39.9611,167,10.0,2.0,8.0,57.0,0.2,5.0,test
4015,116.6636,40.135,167,5.0,3.0,5.0,56.0,0.2,2.0,train
4016,116.6275,40.3275,167,2.0,3.0,2.0,63.0,0.3,2.0,train
4017,116.2296,40.217,167,10.0,1.0,12.0,51.0,0.3,4.0,train
4018,116.3966,39.9821,167,7.0,1.0,8.0,58.0,0.2,4.0,train
4019,116.184,39.9136,167,19.0,3.0,6.0,59.0,0.2,4.0,test
4020,115.9718,40.4529,167,3.0,1.0,2.0,64.0,0.3,3.0,train
